user,final
"A green leaf is picked at 0700h and immediately placed in a sealed test tube containing hydrogen carbonate indicator solution. The test tube is kept near a window for 24 hours. A provided table shows the correlation between the hydrogen carbonate indicator colour and carbon dioxide concentration: Purple indicates less than normal CO2, Red indicates normal CO2, and Yellow indicates more than normal CO2.Which colour will the hydrogen carbonate indicator be at 1200h in the afternoon and 2300h at night?

1200 h 2300 h
A purple yellow
B red purple
C yellow purple
D yellow red","At 1200h (midday/afternoon), the leaf will be actively photosynthesizing due to ample light available near the window. The rate of photosynthesis will exceed the rate of respiration, leading to a net consumption of carbon dioxide within the sealed test tube. This decrease in CO2 concentration will cause the hydrogen carbonate indicator to turn purple (indicating less than normal CO2). At 2300h (night), there is no light, so photosynthesis will cease. The leaf will only be respiring, which produces carbon dioxide. This accumulation of CO2 will increase its concentration within the sealed tube, causing the indicator to turn yellow (indicating more than normal CO2). Therefore, the correct colours are purple at 1200h and yellow at 2300h (A)."
"The first diagram shows a plant shoot that appears turgid, with its leaves spread out and firm. The second diagram, labeled 'same shoot six hours later', shows the same plant shoot in a wilted state, with its leaves droopy and less spread out, and the stem slightly curved downwards. This change indicates a loss of turgor due to excessive water loss.Which change in environmental conditions would not cause this change in the shoot?
A an increase in temperature
B an increase in humidity
C an increase in wind speed
D an increase in light intensity","The observed change in the plant shoot, from turgid to wilted, is caused by excessive water loss through transpiration, leading to a loss of turgor pressure in the plant cells. Conditions that increase the rate of transpiration would cause this wilting. An increase in temperature (A) increases the kinetic energy of water molecules, leading to increased evaporation and transpiration. An increase in wind speed (C) removes humid air from around the leaves, maintaining a steep water potential gradient and increasing transpiration. An increase in light intensity (D) typically causes stomata to open wider to facilitate photosynthesis, which also increases transpiration. Conversely, an increase in humidity (B) reduces the water potential gradient between the leaf's internal air spaces and the surrounding atmosphere, thereby *decreasing* the rate of transpiration. Therefore, an increase in humidity would not cause the shoot to wilt; instead, it would help the plant retain water and prevent wilting."
"The question asks which of the listed processes take place in the liver. Statement 1 is the conversion of glucose to glycogen. Statement 2 is the conversion of glycogen to glucose. Statement 3 is the production of amino acids from urea. Statement 4 is the conversion of harmful substances to harmless ones.Which processes take place in the liver?
1 conversion of glucose to glycogen
2 conversion of glycogen to glucose
3 production of amino acids from urea
4 conversion of harmful substances to harmless ones
A 1 and 3
B 2 and 4
C 1, 2 and 3
D 1, 2 and 4","The liver is a vital organ with numerous metabolic functions. The conversion of glucose to glycogen (glycogenesis) occurs in the liver for glucose storage (1). The conversion of glycogen back to glucose (glycogenolysis) also occurs in the liver to release glucose into the bloodstream, maintaining blood glucose levels (2). The liver plays a crucial role in detoxification, converting harmful substances into harmless ones for excretion (4). However, the liver is involved in the deamination of amino acids, producing ammonia which is then converted to urea, not in the production of amino acids from urea (3). Therefore, processes 1, 2, and 4 take place in the liver (D)."
"The diagram represents a portion of the human circulatory system, showing the heart with four major blood vessels labeled A, B, C, and D. The diagram explicitly labels the 'right side of the heart' and the 'left side of the heart'. Vessel D is shown entering the right side of the heart, consistent with a vena cava. Vessel C is shown leaving the right side of the heart, consistent with a pulmonary artery. Vessel A is shown leaving the left side of the heart and arching, consistent with the aorta. Vessel B is shown entering the left side of the heart, consistent with a pulmonary vein.Where is the blood pressure highest?
A
B
C
D","In a healthy human circulatory system, blood pressure is highest in the aorta (vessel A), which receives blood directly from the powerful contraction of the left ventricle and distributes it to the systemic circulation. Vessel C, consistent with the pulmonary artery, carries blood from the right ventricle to the lungs, where the blood pressure is significantly lower than in the aorta. Vessel D, consistent with the vena cava, carries deoxygenated blood back to the heart at the lowest pressures in the systemic circulation. Vessel B, consistent with the pulmonary vein, carries oxygenated blood from the lungs to the left atrium at relatively low pressure. However, the provided answer key states C as the location with the highest blood pressure. This implies, within the context of this specific question, that vessel C is considered to have the highest pressure, despite the typical anatomical understanding that the aorta (A) has the highest systemic blood pressure."
"The diagram shows the left-hand side of the human heart when the ventricle is relaxed. The ventricle is the large lower chamber. Valve X is located between the atrium (upper chamber, not fully shown but implied above the ventricle) and the left ventricle. This is the mitral (bicuspid) valve. Valve Y is located between the left ventricle and vessel 1, which is the major artery leaving the heart. This is the aortic valve, and vessel 1 is the aorta. The question asks what happens when the ventricle contracts, regarding the state of valves X and Y, and the type of blood in vessel 1.What happens when the ventricle contracts?

valve at X valve at Y type of blood in vessel 1
A closed open oxygenated
B closed open deoxygenated
C open closed oxygenated
D open closed deoxygenated","When the left ventricle contracts, it generates high pressure to pump blood into vessel 1 (the aorta). To prevent the backflow of blood into the left atrium, valve X (the mitral valve) must close. Simultaneously, to allow blood to exit the ventricle and enter the aorta, valve Y (the aortic valve) must open. Vessel 1 (the aorta) carries oxygenated blood from the left ventricle to the rest of the body. Therefore, the physiologically correct scenario is: Valve X closed, Valve Y open, and the type of blood in Vessel 1 is oxygenated (A). However, the provided answer key indicates C, which states Valve X is open, Valve Y is closed, and the type of blood in Vessel 1 is oxygenated. This contradicts the normal function of heart valves during ventricular contraction, as an open mitral valve would allow backflow into the atrium and a closed aortic valve would prevent blood from leaving the ventricle."
"The question asks for similarities between Human Immunodeficiency Virus (HIV) and influenza, both infectious diseases. Statement 1 suggests both can be treated by antibiotics. Statement 2 suggests both can be spread through respiratory droplets. Statement 3 suggests both can spread from one person to another. Statement 4 suggests both can be spread through contaminated food.Human Immunodeficiency Virus (HIV) and influenza are examples of infectious diseases. What are the similarities between them?
1 Both can be treated by antibiotics.
2 Both can be spread through respiratory droplets.
3 Both can spread from one person to another.
4 Both can be spread through contaminated food.
A 3 only
B 1 and 2
C 2 and 3
D 1, 3 and 4","HIV and influenza are both viral diseases. Antibiotics are medications designed to treat bacterial infections and are ineffective against viruses, thus statement 1 is incorrect. Influenza is commonly spread through respiratory droplets, but HIV is primarily transmitted through direct contact with specific bodily fluids such as blood, semen, vaginal fluids, and breast milk, not through respiratory droplets; therefore, statement 2 is not a similarity between them. Both HIV and influenza are infectious diseases that can be transmitted from one infected person to another (statement 3). Neither virus is typically spread through contaminated food (statement 4). Based on biological facts, only statement 3 is a correct similarity, which would lead to option A. However, the provided answer key indicates C (statements 2 and 3) as correct, implying that both HIV and influenza can be spread through respiratory droplets, which is factually inaccurate for HIV transmission."
"The diagram shows a food web with 'trees' as producers at the bottom. Primary consumers (herbivores) include 'aphids', 'caterpillars', 'snails', and 'slugs', which feed on the trees. Secondary consumers include 'ladybirds' (feeding on aphids), 'birds' (feeding on caterpillars, snails, slugs), and 'hedgehogs' (feeding on snails, slugs). Tertiary and quaternary consumers include 'foxes' (feeding on birds, hedgehogs), 'badgers' (feeding on hedgehogs, slugs), and 'eagles' (feeding on birds, hedgehogs, foxes, badgers). The question asks to identify the pyramid of numbers that is based on this food web from four options (A, B, C, D) which depict different shapes of ecological pyramids.Which pyramid of numbers is based on this food web?
A
B
C
D","A pyramid of numbers represents the number of individual organisms at each trophic level. In this food web, the producers are 'trees'. Since trees are typically large organisms, there would be a relatively small number of individual trees forming the base of the pyramid. However, a single tree can support a very large population of primary consumers (e.g., aphids, caterpillars, snails, slugs). This situation results in an inverted or spindle-shaped pyramid at the base, where the number of primary consumers is significantly greater than the number of producers. Subsequently, the number of secondary and tertiary consumers would decrease at higher trophic levels. Graph A, which depicts a narrow base (few producers), widening significantly in the next level (many primary consumers), and then narrowing again for the higher trophic levels, accurately represents this type of pyramid of numbers."
"The question provides a calendar for December, indicating a woman's menstrual period started on December 5th. A key indicates that square symbols mark menstruation, and a circle symbol marks ovulation. Menstruation is indicated on December 5th, 6th, and 7th. Ovulation is indicated by a circle on December 18th. The question asks on which date progesterone levels will most likely be the highest, with options A (4 December), B (17 December), C (25 December), and D (31 December).On which date will the progesterone levels most likely be the highest?
A 4 December
B 17 December
C 25 December
D 31 December","Progesterone levels typically rise significantly after ovulation, during the luteal phase of the menstrual cycle, as the corpus luteum (formed from the ruptured follicle after ovulation) produces this hormone. According to the calendar, ovulation occurs on December 18th. Therefore, progesterone levels would most likely be highest in the mid-luteal phase, which is approximately 5 to 9 days after ovulation (around December 23rd to December 27th). This period corresponds best to option C (December 25th). However, the provided answer key states B (17 December). December 17th is the day before ovulation, a time when progesterone levels are still low, as the corpus luteum has not yet formed and begun producing high levels of the hormone."
"The question compares mutations in two conditions: albinism and Down's syndrome. It asks for the type of mutation and the number of chromosomes in the body cells for each condition. The options are presented in a table format with columns for 'albinism' and 'Down's syndrome', each subdivided into 'type of mutation' and 'number of body chromosomes'. Options for albinism are: type of mutation (gene, chromosome), number of body chromosomes (23, 24, 46, 47). Options for Down's syndrome are: type of mutation (gene, chromosome), number of body chromosomes (23, 46, 47).Two persons have mutations in their cells. One has albinism and the other has
Down's syndrome.

What is the type of mutation and how many chromosomes do they have in their
body cells?

albinism

type of mutation number of body
chromosomes
A gene
47
B gene
46
C chromosome
23
D chromosome
24

Down's syndrome

type of mutation number of body
chromosomes
chromosome
23
chromosome
47
gene
46
gene
47","Albinism is a genetic condition caused by a mutation in a specific gene, typically affecting the production of melanin. Individuals with albinism generally have a normal number of chromosomes, which is 46 in human body cells. Down's syndrome, on the other hand, is caused by a chromosomal mutation, specifically trisomy 21, meaning there is an extra copy of chromosome 21. This results in individuals with Down's syndrome having 47 chromosomes in their body cells (the normal 46 plus one extra chromosome 21). Therefore, option B correctly identifies albinism as a gene mutation with 46 chromosomes, and Down's syndrome as a chromosome mutation with 47 chromosomes."
"Fig. 1.1 shows two basic cell outlines: an animal cell (circular shape on the left) and a plant cell (hexagonal shape on the right). These outlines represent the cell membranes of each cell.On Fig. 1.1, draw and label one other structural feature that is found in both cells.","One other structural feature that is found in both cells is the nucleus (a large, typically spherical or oval-shaped organelle, usually located centrally within the cytoplasm) or a mitochondrion (a small, bean-shaped organelle found in the cytoplasm). A line would be drawn to indicate and label either the nucleus or a mitochondrion within both the animal and plant cell outlines."
"Fig. 1.1 shows two basic cell outlines: an animal cell (circular shape on the left) and a plant cell (hexagonal shape on the right). These outlines represent the cell membranes of each cell.On Fig. 1.1, draw and label two features found in a plant cell but not in an animal cell.","Two features found in a plant cell but not in an animal cell are: 1. The cell wall (a thick, rigid outer layer surrounding the cell membrane, forming the outermost boundary of the plant cell, providing structural support). 2. Chloroplasts (numerous small, oval-shaped organelles found in the cytoplasm, responsible for photosynthesis). 3. A large central vacuole (a prominent, fluid-filled sac that can occupy a significant portion of the plant cell's volume). A line would be drawn to indicate and label two of these features within the plant cell outline."
"Table 1.1 shows the average amount of protein, fat and carbohydrate found in some plant and animal tissues. For plant tissues, the percentage of protein is 5%, percentage of fat is 1%, and percentage of carbohydrate is 30%. For animal tissues, the percentage of protein is 20%, percentage of fat is 15%, and percentage of carbohydrate is 1%.Explain why there is a high percentage of carbohydrate in the plant tissues.","There is a high percentage of carbohydrate in plant tissues because some plant tissues carry out photosynthesis, which produces glucose (a carbohydrate). This glucose can be used for immediate energy or converted into starch for storage, both of which are carbohydrates. Additionally, plant cell walls are primarily composed of cellulose, which is also a complex carbohydrate."
The question asks to describe the functions of proteins and fats found in both plant and animal tissues.Describe the functions of proteins and fats found in plant and animal tissues.,"Functions of proteins include: synthesizing new cytoplasm for growth and repair; building and repairing tissues; synthesizing enzymes, which act as biological catalysts; and synthesizing hormones for regulation. Functions of fats include: serving as a concentrated form of energy storage; forming essential components of cell membranes; and reducing water loss (e.g., as a waxy layer on plant leaves or an oily substance on animal skin)."
"The question asks for an explanation of water molecules moving from the large intestine into the blood, applying the concept of osmosis and water potential.Explain how water molecules move from the large intestine into the blood.","Water molecules move from the large intestine into the blood by osmosis. The fluid within the large intestine typically has a higher water potential compared to the blood plasma, which has a relatively lower water potential. Therefore, water molecules move down this water potential gradient, across the partially permeable membrane of the large intestine lining, into the blood."
"Table 2.1 shows data for cubes of different side lengths. For a 1 mm cube, the surface area to volume ratio is 6:1 and diffusion time is 20 s. For a 2 mm cube, the ratio is 3:1 and diffusion time is 41 s. For a 3 mm cube, the ratio is 2:1 and diffusion time is 76 s. It shows that as the surface area to volume ratio decreases, the time taken for diffusion increases.Suggest how surface area to volume ratio affects the rate of diffusion.","From the data, as the surface area to volume ratio decreases (e.g., from 6:1 to 3:1 to 2:1), the time taken for the substance to diffuse to the centre of the cube increases (e.g., from 20 s to 41 s to 76 s). This indicates that a larger surface area to volume ratio leads to a faster rate of diffusion, while a smaller ratio leads to a slower rate of diffusion."
The question asks to state where genes are found within a cell.State where genes are found in a cell.,"Genes are found in the nucleus, specifically on the chromosomes within the nucleus of a cell."
"Fig. 3.1 is a diagram showing parts of the human alimentary canal, specifically the stomach, gall bladder, bile and pancreatic ducts, pancreas, and a C-shaped region labeled 'C' which receives the ducts. Region C is the first part of the small intestine.State the name of region C.",Region C is the duodenum.
The question asks for the type of pathogen that can be effectively treated with antibiotics.State the type of pathogen that can be treated with antibiotics.,Bacteria are the type of pathogen that can be treated with antibiotics.
The question asks for the specific pathogen that causes Acquired Immune Deficiency Syndrome (AIDS).State the name of the pathogen that can lead to Acquired Immune Deficiency Syndrome (AIDS).,The pathogen that can lead to Acquired Immune Deficiency Syndrome (AIDS) is the Human Immunodeficiency Virus (HIV).
"Fig. 4.1 is a line graph showing the percentage of pathogens sampled that show resistance to three different antibiotics (A, B, C) over time, from 2000 to 2013.
- The x-axis represents 'year' from 2000 to 2013.
- The y-axis represents 'percentage of pathogens sampled that show resistance' from 0 to 30.
- **Antibiotic A (solid line):** Starts at 0% resistance in 2000, rises steeply to approximately 9% in 2001, then continues to increase steadily, reaching about 25% by 2010, and stays around that level until 2013.
- **Antibiotic B (dashed line):** Starts at 0% resistance in 2000, shows a gradual increase, reaching about 4% in 2004, then continues to rise more steeply to approximately 17% by 2012, and remains around 17% in 2013.
- **Antibiotic C (dotted line):** Starts at approximately 5.5% resistance in 2000, increases slowly to about 6% in 2004, then shows a more pronounced rise, reaching about 17% by 2012, and then slightly decreases to 16.5% in 2013.

Overall, the resistance for all three antibiotics shows an increasing trend during this period. Antibiotic A consistently shows the highest resistance levels after 2001.Use data from Fig. 4.1 to describe the trend of resistance for the three antibiotics from 2000 to 2013.","From 2000 to 2013, the percentage of pathogens showing resistance to all three antibiotics generally increased.

For **Antibiotic A**, resistance started at 0% in 2000, rose sharply to approximately 9% in 2001, and then continued to increase, reaching around 25% by 2010 and maintaining that level until 2013. Antibiotic A consistently had the highest resistance levels among the three after 2001.

For **Antibiotic B**, resistance started at 0% in 2000 and showed a gradual but continuous increase, reaching about 17% by 2012.

For **Antibiotic C**, resistance began at approximately 5.5% in 2000, increased steadily to about 17% by 2012, and then showed a slight decrease to 16.5% in 2013.

Overall, while all three showed an increase, Antibiotic A demonstrated the highest resistance, increasing from 0% to 25%, while Antibiotics B and C showed similar final resistance levels of around 17% by 2012-2013."
The question asks for one way in which bacteria develop resistance to antibiotics.State one way by which bacteria develop resistance to antibiotics.,"One way bacteria develop resistance to antibiotics is through natural selection; when antibiotics are used, susceptible bacteria are killed, but resistant bacteria (due to random mutations) survive and reproduce, passing on their resistance genes to their offspring. This process is exacerbated by the incomplete consumption of prescribed antibiotic courses or the misuse/overuse of antibiotics, allowing resistant strains to proliferate."
The question asks for an explanation of why antibiotics are ineffective against viruses.Explain why antibiotics are ineffective against viruses.,"Antibiotics are ineffective against viruses because they target specific structures and processes found in bacteria, such as cell walls, cell membranes, or bacterial ribosomes. Viruses, however, lack these cellular structures and metabolic pathways, instead relying on the host cell's machinery to replicate. Therefore, antibiotics have no suitable targets in viruses to disrupt their life cycle."
"Fig. 5.1 shows a woodland food web, which illustrates feeding relationships. The organisms present include producers (primroses, oak tree), primary consumers (aphids, caterpillars, beetles, flies that feed on producers), secondary consumers (woodpeckers, blue tits, spiders that feed on primary consumers), and tertiary/quaternary consumers (sparrows, owls, hawks that feed on other animals). The question asks for an organism that traps light energy to produce glucose.Name one organism in this food web which can trap light energy to produce glucose.",One organism in this food web which can trap light energy to produce glucose is the oak tree or primroses. These are producers that perform photosynthesis.
"Fig. 5.1 shows a woodland food web. The food web includes primroses and an oak tree (producers), aphids, caterpillars, beetles, and flies (primary consumers that eat producers), spiders (which eat flies, beetles, aphids, and caterpillars), blue tits (which eat spiders, caterpillars, beetles, and flies), woodpeckers (which eat caterpillars, beetles, and flies), sparrows (which eat caterpillars, beetles, flies, and primroses), owls (which eat blue tits and sparrows), and hawks (which eat sparrows and woodpeckers). The question asks to complete a food chain that includes 'spiders'.Complete this food chain from the food web shown in Fig. 5.1. Write the name of one organism in each box. The food chain structure is `[ ] -> [ ] -> spiders -> [ ] -> [ ]`.","A complete food chain from the food web including spiders is:
`oak tree -> flies -> spiders -> blue tits -> owl`."
"The question asks for the definition of 'trophic level' and requires an example from Fig. 5.1, which depicts a woodland food web including organisms like the oak tree, flies, and spiders.Define the term trophic level, using an example from Fig. 5.1.","A trophic level refers to the position an organism occupies in a food chain or food web, indicating its feeding relationship. For example, in Fig. 5.1, the oak tree is a producer (first trophic level). Flies eat the oak tree, making them primary consumers (second trophic level). Spiders eat flies, placing them at the third trophic level (secondary consumers)."
The question states that leaves and fruit from the oak tree fall to the ground and are slowly broken down by certain organisms. It asks to name one kind of organism responsible for this breakdown.Name one kind of organism responsible for this break down.,"One kind of organism responsible for the breakdown of fallen leaves and fruit is decomposers, such as bacteria or fungi."
The question states that leaves and fruit from oak trees fall to the ground and are broken down. It asks to explain how this breakdown process is beneficial to the oak trees.Explain how this break down is helpful to the oak trees.,"The breakdown of fallen leaves and fruit by decomposers is helpful to oak trees because it recycles essential minerals and nutrients back into the soil. These minerals, which were previously locked in the organic matter, become available for absorption by the roots of the oak trees, providing them with necessary nutrients for growth and maintaining soil fertility. Decomposers also release carbon dioxide during respiration/decomposition, which can be used by oak trees for photosynthesis."
"Fig. 6.1 is a diagram of the female reproductive system. It shows the uterus, ovaries (oval-shaped organs on either side of the uterus), and fallopian tubes (oviducts) extending from the uterus towards the ovaries. Fertilisation, the fusion of sperm and egg, typically occurs in the fallopian tubes.On Fig. 6.1, draw a line and label the structure to show where fertilisation occurs.","Fertilisation occurs in the fallopian tube (or oviduct). In the diagram, a line would be drawn to one of the tubes extending from the uterus towards the ovary and labelled 'fallopian tube' or 'oviduct'."
"Fig. 6.1 is a diagram of the female reproductive system. It shows the uterus, ovaries (oval-shaped organs on either side of the uterus), and fallopian tubes. The ovaries are the primary female reproductive organs responsible for producing eggs and female hormones.On Fig. 6.1, draw a line and label the structure to show where hormones oestrogen and progesterone are produced.","The hormones oestrogen and progesterone are produced in the ovary. In the diagram, a line would be drawn to one of the oval-shaped organs located on either side of the uterus and labelled 'ovary'."
"Fig. 6.2 is a line graph showing the thickness of the uterus lining during a menstrual cycle. The x-axis represents 'day of the menstrual cycle' (0 to 28 days), and the y-axis represents 'thickness of the uterus lining'. The graph shows that the lining is thick at day 0, then its thickness sharply decreases to a minimum around day 6. From day 6, the lining thickness gradually increases until day 16.Using the information in Fig. 6.2, state the number of days during which the uterine lining is shed.","Based on Fig. 6.2, the uterine lining starts at a high thickness at day 0 and its thickness decreases to its lowest point around day 6. Therefore, the uterine lining is shed for approximately 7 days (from day 0 to day 6, or specifically 6.8 to 7.2 days)."
"Fig. 6.2 shows the thickness of the uterine lining during a menstrual cycle. Ovulation, the release of an ovum, typically occurs around the middle of a 28-day menstrual cycle, which is when the uterine lining starts to rapidly thicken after menstruation.State the day of the menstrual cycle when ova are released.",Ova are typically released around day 14 of the menstrual cycle (accept days 13 or 15).
"Fig. 7.1 is a graph showing the relationship between metabolic rate (in arbitrary units on the x-axis) and heart rate (in beats per minute on the y-axis). The x-axis ranges from 0 to 2.4, and the y-axis from 60 to 180. The 'exercise period' starts from a metabolic rate of 0.2 arbitrary units. At this point, the heart rate is 70 beats per minute.State the metabolic rate before exercise started.","The metabolic rate before exercise started, which corresponds to the initial point of the exercise period on the graph, was 0.2 arbitrary units."
"Fig. 7.1 shows how heart rate changes as metabolic rate increases during exercise. The metabolic rate (x-axis) ranges from 0.2 to 2.4 arbitrary units, and the corresponding heart rate (y-axis) increases from 70 beats per minute to 170 beats per minute. Specifically, at 0.2 metabolic units, heart rate is 70 bpm; at 0.8, it's 85 bpm; at 1.2, it's 95 bpm; at 1.6, it's 110 bpm; at 2.0, it's 140 bpm; and at 2.4, it's 170 bpm. The relationship is non-linear, with the heart rate increasing more steeply at higher metabolic rates.With reference to Fig. 7.1, describe and explain how heart rate changes during exercise.","During exercise, as the metabolic rate increases, the heart rate also increases significantly.

**Description:** As the metabolic rate increases from 0.2 arbitrary units to 2.4 arbitrary units (the full range shown for exercise), the heart rate increases from 70 beats per minute to 170 beats per minute. The increase is initially gradual, for example, from 70 bpm at 0.2 units to 110 bpm at 1.6 units, but then becomes steeper, increasing from 110 bpm at 1.6 units to 170 bpm at 2.4 units.

**Explanation:** During exercise, muscle cells are more active and contract more frequently, requiring a higher energy supply. This leads to an increased rate of aerobic respiration, which demands more oxygen and glucose. The heart rate increases to pump blood more frequently and forcefully, thus delivering oxygen and glucose to the working muscles at a faster rate and more efficiently removing metabolic wastes like carbon dioxide and heat."
"Table 8.1 shows treatments and appearances of apple slices. Apple surfaces turn brown due to enzymes when exposed to air. Three slices (A, B, C) were treated and observed after 30 minutes.
- **Slice A:** pH 6, temperature 20°C. Initial appearance: white. After 30 min: brown.
- **Slice B:** pH 2, temperature 20°C. Initial appearance: white. After 30 min: white.
- **Slice C:** pH 6, temperature 4°C. Initial appearance: white. After 30 min: white.
The question asks for reasons why slice B and slice C remained white.Suggest the reasons for the observations of slice B and slice C after 30 minutes.","For **slice B** (pH 2, 20°C), it remained white because the extremely acidic pH of 2 caused the enzymes responsible for the browning reaction to denature. Denaturation alters the enzyme's active site, preventing it from binding to the substrate and catalyzing the reaction, thus inhibiting browning.

For **slice C** (pH 6, 4°C), it remained white because the low temperature of 4°C significantly reduced the kinetic energy of the enzyme and substrate molecules. This decreased the frequency and effectiveness of collisions between them, making the enzymes inactive or causing them to work at a very slow rate, which prevented the browning reaction from occurring noticeably within 30 minutes."
Fig. 9.1(a) shows plant leaves that are open and spread out during daylight. The question asks to name a process occurring only during daylight and to explain how leaves are adapted for it.Name a process that takes place in the plant in Fig. 9.1(a) only during daylight and explain how the leaves are adapted for this process.,"The process that takes place in the plant only during daylight is photosynthesis.

Leaves are adapted for photosynthesis in several ways:
1.  **Large, flat surface area:** Leaves are typically broad and flat, providing a large surface area to maximize the absorption of light energy.
2.  **Presence of chlorophyll:** They contain chloroplasts, which are rich in chlorophyll, the pigment that traps light energy.
3.  **Thinness:** Leaves are very thin, which ensures a short diffusion distance for light to penetrate to the photosynthetic cells (mesophyll cells) and for gases (carbon dioxide and oxygen) to move in and out.
4.  **Stomata:** The presence of stomata on the leaf surface allows for efficient diffusion and absorption of carbon dioxide from the atmosphere, which is a key reactant for photosynthesis.
5.  **Extensive vascular system:** A network of xylem vessels transports water (another reactant) to the leaf cells, while phloem vessels transport manufactured sugars away from the leaf."
"Fig. 9.1(b) illustrates that the leaves of the plant fold at night, a phenomenon referred to as 'sleep movement'. The question asks for the effect of these movements on water loss and an explanation for it.The folding of the leaves at night, as seen in Fig. 9.1(b), is called a sleep movement. Suggest and explain the effect of these sleep movements on the loss of water from one of these plants.","The effect of these sleep movements (folding of leaves at night) is a reduction in the rate of water loss from the plant, specifically by lowering the rate of transpiration.

**Explanation:** When leaves fold, their total surface area exposed to the surrounding air is reduced. This reduction in exposed surface area minimizes the number of stomata directly exposed to the external environment, thereby decreasing the rate at which water vapor can diffuse out of the leaf. Additionally, the folding can create a microclimate of higher humidity immediately surrounding the folded leaves, which reduces the water vapor concentration gradient between the inside of the leaf and the outside air, further slowing down the rate of evaporation and protecting the stomata from air currents."
"Fig. 9.2 is a line graph showing the 'uptake or loss of oxygen' by a leaf over a 24-hour period. The y-axis indicates net oxygen movement, where '+' means net uptake by the leaf (consumption from atmosphere) and '-' means net loss from the leaf (release to atmosphere). The x-axis represents time from midnight to midnight.

From approximately 0600 hours to 1800 hours, the graph shows a significant net loss of oxygen from the leaf (the line is below the '0' mark, reaching its lowest point around noon). This means the plant is releasing oxygen to the atmosphere.Explain what is happening in the leaf at the following times: from noon to 1800 hours.","From noon to 1800 hours (6 PM), the plant is experiencing high light levels, which allows for a high and possibly maximum rate of photosynthesis. During this period, the rate of photosynthesis (which produces oxygen) is significantly higher than the rate of respiration (which consumes oxygen). As a result, there is a net production of oxygen, and this excess oxygen diffuses out of the plant into the atmosphere. The graph shows a significant net loss of oxygen *from the leaf* (meaning release *to the atmosphere*) during this time, reaching its most negative value (highest net release) around noon, consistent with peak photosynthetic activity."
"Fig. 9.2 is a line graph showing the 'uptake or loss of oxygen' by a leaf over a 24-hour period. The y-axis indicates net oxygen movement, where '+' means net uptake by the leaf (consumption from atmosphere) and '-' means net loss from the leaf (release to atmosphere). The x-axis represents time from midnight to midnight.

Between 1800 hours and 2200 hours, the graph shows a transition. The net loss of oxygen from the leaf decreases rapidly after 1800 hours, crosses the '0' line around 1900-2000 hours, and then moves into the positive region, indicating a net uptake of oxygen by the leaf. This period corresponds to decreasing light levels and the onset of darkness.Explain what is happening in the leaf at the following times: between 1800 hours and 2200 hours.","Between 1800 hours and 2200 hours, light levels are rapidly decreasing as evening transitions into night. Consequently, the rate of photosynthesis, which produces oxygen, slows down significantly and eventually stops completely in the absence of light. However, the plant continues to carry out respiration (which consumes oxygen) continuously throughout both day and night. As the rate of oxygen production by photosynthesis falls below or ceases entirely, the leaf switches from a net release of oxygen to a net uptake of oxygen from the atmosphere to meet its respiratory demands. This is reflected in the graph by the curve crossing the zero line and moving into the positive region (net uptake by the leaf)."
"Table 1.1 displays data from an investigation into the effect of different salt solution concentrations on red blood cells. The table includes the 'percentage concentration of the salt solution / %', the 'mean initial diameter of the red blood cells /µm', and the 'mean diameter of the red blood cells after two minutes / µm'. For a 0.4% salt solution, the initial diameter was 7.5 µm, and after two minutes, the cells burst. For a 0.8% salt solution, the initial diameter was 7.5 µm, and after two minutes, it increased to 8.2 µm. For a 0.9% salt solution, the initial diameter was 7.5 µm, and after two minutes, it remained 7.5 µm. For a 1.8% salt solution, the initial diameter was 7.5 µm, and after two minutes, it decreased to 6.0 µm.(b) (i) Explain the results for the red blood cells that were immersed in 1.8% salt solution.","For the red blood cells immersed in 1.8% salt solution, the mean diameter reduced from 7.5 µm to 6.0 µm. This is because the 1.8% salt solution has a lower water potential than the red blood cells. As a result, water moved out of the red blood cells by osmosis, causing them to shrink."
"Table 1.1 displays data from an investigation into the effect of different salt solution concentrations on red blood cells. The table includes the 'percentage concentration of the salt solution / %', the 'mean initial diameter of the red blood cells /µm', and the 'mean diameter of the red blood cells after two minutes / µm'. For a 0.4% salt solution, the initial diameter was 7.5 µm, and after two minutes, the cells burst. For a 0.8% salt solution, the initial diameter was 7.5 µm, and after two minutes, it increased to 8.2 µm. For a 0.9% salt solution, the initial diameter was 7.5 µm, and after two minutes, it remained 7.5 µm. For a 1.8% salt solution, the initial diameter was 7.5 µm, and after two minutes, it decreased to 6.0 µm.(b) (ii) State why there was no change in the mean diameter of the red blood cells immersed in 0.9% salt solution.",There was no change in the mean diameter of the red blood cells immersed in 0.9% salt solution because the water potential of the red blood cell sap was the same as the water potential of the 0.9% salt solution. This means there was no net movement of water into or out of the cells by osmosis.
