user,final
"Livermorium (Lv) is an element with atomic number 116. This means it is in Group 16 of the Periodic Table, directly below Polonium (Po) and Tellurium (Te). Elements in Group 16 typically form compounds by gaining 2 electrons, hence having a valency of 2.Livermorium, an element discovered in 2000, has an atomic number of 116.
What is the formula of the product obtained when livermorium reacts with hydrogen gas?
A HLv
B H2Lv
C Lv2H
D Lv2H3","The correct answer is B.
Livermorium (Lv) is in Group 16 of the Periodic Table. Elements in Group 16 typically have a valency of 2, forming ions with a charge of -2 (e.g., O²⁻, S²⁻, Se²⁻, Te²⁻). Hydrogen (H) typically has a valency of 1, forming ions with a charge of +1 when reacting with non-metals (e.g., H⁺).
Therefore, when Livermorium reacts with hydrogen, Lv²⁻ combines with H⁺ in a 1:2 ratio, forming the compound H2Lv. This is analogous to water (H2O) or hydrogen sulfide (H2S)."
"Catalytic converters are devices installed in car exhaust systems to reduce harmful emissions. The question asks about their primary purpose.Why are catalytic converters fitted to car exhaust systems?
A to reduce emissions of carbon dioxide
B to reduce emissions of oxides of nitrogen
C to remove soot or smoke
D to use catalysts for energy production","The correct answer is B. Catalytic converters are designed to convert harmful pollutants in exhaust gases into less harmful substances.
*   A: Catalytic converters actually produce carbon dioxide (from oxidation of carbon monoxide and unburnt hydrocarbons), so they do not primarily reduce CO2 emissions. Their focus is on other pollutants. Incorrect.
*   B: Catalytic converters convert harmful oxides of nitrogen (like NO and NO2) into harmless nitrogen gas (N2) and oxygen gas (O2). This is one of their main functions. Correct.
*   C: While some catalysts might help oxidize unburnt carbon (soot), the primary role of catalytic converters is to deal with gaseous pollutants like CO, NOx, and unburnt hydrocarbons, not primarily to remove visible soot or smoke. Incorrect.
*   D: Catalysts in catalytic converters speed up chemical reactions; they do not directly produce energy. Incorrect.
Therefore, reducing emissions of oxides of nitrogen is a primary reason for fitting catalytic converters."
"The structures of two organic compounds are provided:
Compound 1: H H H H Cl-C-C-C-C-Cl H H H H (1,4-dichlorobutane, a straight-chain molecule with four carbon atoms and chlorine atoms at the ends)
Compound 2: H H H Cl-C-C-C-Cl H H H (This structure is drawn incorrectly in the question, but the intention is likely 1,3-dichloro-2-methylpropane, which is a branched isomer of a dichloroalkane with four carbon atoms. A common structure for 1,3-dichloro-2-methylpropane would be CH2Cl-CH(CH3)-CH2Cl, which has three carbon atoms in the main chain and a methyl group as a branch, and two chlorine atoms.) Let's re-interpret the diagram as Cl-CH2-C(H)(CH3)-CH2-Cl, which is 1,3-dichloro-2-methylpropane. It has a branched structure with 4 carbons. Its molecular formula is C4H8Cl2, same as compound 1 (1,4-dichlorobutane). Thus, they are structural isomers.The structures of two compounds are shown.
Compound 1: H H H H Cl-C-C-C-C-Cl H H H H
Compound 2: H H H Cl-C-C-C-Cl H H H
Which statement identifies the compound with the higher boiling point and provides the correct explanation for the higher boiling point?
A Compound 1, as it has stronger covalent bonds than compound 2.
B Compound 1, as it has stronger intermolecular forces of attraction than compound 2.
C Compound 2, as it has stronger covalent bonds than compound 1.
D Compound 2, as it has stronger intermolecular forces of attraction than compound 1.","The correct answer is B.
Compound 1 (1,4-dichlorobutane) is a straight-chain molecule. Compound 2 (1,3-dichloro-2-methylpropane) is a branched-chain molecule. Both compounds have the same molecular formula (C4H8Cl2), making them structural isomers.
For isomers, the boiling point is primarily determined by the strength of intermolecular forces of attraction (van der Waals forces or London dispersion forces). Straight-chain molecules like Compound 1 have a larger surface area for contact between molecules compared to their branched isomers. This allows for stronger van der Waals forces between molecules.
Stronger intermolecular forces require more energy to overcome, leading to a higher boiling point.
*   A and C are incorrect because the strength of *covalent bonds* within the molecules does not determine the boiling point (which relates to breaking intermolecular forces, not intramolecular bonds).
*   B correctly identifies Compound 1 as having a higher boiling point due to stronger intermolecular forces of attraction, which is a consequence of its less branched (more linear) structure and larger surface area for intermolecular interactions."
"The question asks to identify the structure representing Terylene from a set of four diagrams (A, B, C, D). Terylene is a polyester, which means its repeating unit contains ester (-COO-) linkages formed from a dicarboxylic acid and a diol.Which structure represents Terylene?
[Diagrams A, B, C, D show different polymer repeating units]","The correct answer is C.
Terylene (also known as PET or polyethylene terephthalate) is a polyester. It is formed by the condensation polymerization of ethane-1,2-diol (ethylene glycol) and benzene-1,4-dicarboxylic acid (terephthalic acid). The repeating unit of Terylene contains an ester linkage (-COO-).
*   Structures A and D show amide linkages (-CONH-), characteristic of polyamides (like Nylon).
*   Structure B shows a simple carbon chain, which is characteristic of polyalkenes (like polyethylene).
*   Structure C shows a repeating unit of -O-CH2-CH2-O-CO-C6H4-CO-. This structure clearly contains two ester linkages (-COO-) and is derived from a diol and a dicarboxylic acid (specifically, ethane-1,2-diol and benzene-1,4-dicarboxylic acid). This is the correct repeating unit for Terylene."
"Silica gel, a form of silicon dioxide, is a desiccant that absorbs water vapor. It can absorb up to 25% of its own mass of water before becoming saturated.(a) Suggest and explain how a saturated silica gel should be treated so that it can be reused.","A saturated silica gel can be reused by heating it. This is typically done by placing it in an oven, under the sun, or gently warming it over a flame. The heat causes the absorbed water to evaporate, regenerating the dry silica gel which can then absorb moisture again."
Acid rain is caused by sulfur dioxide and nitrogen dioxide emitted from factories and vehicles. These gases react with moisture and oxygen in the atmosphere.(a) (i) Describe and explain the source of nitrogen dioxide in the waste gases emitted from factories and vehicles.,"Nitrogen dioxide (NO2) is primarily formed when nitrogen gas (N2) from the air reacts with oxygen gas (O2) from the air at very high temperatures. These high temperatures are typically reached inside the furnaces of factories (e.g., power plants, industrial boilers) and the internal combustion engines of vehicles. At normal atmospheric temperatures, nitrogen and oxygen are unreactive, but the high temperatures provide sufficient activation energy for them to combine and form various oxides of nitrogen, including NO and NO2."
Acid rain is caused by sulfur dioxide (SO2) and nitrogen dioxide (NO2) reacting with moisture (H2O) and oxygen (O2) in the atmosphere.(ii) Write the chemical equations for the formation of sulfuric acid and nitric acid in acid rain.,"Formation of sulfuric acid:
2SO2(g) + 2H2O(l) + O2(g) → 2H2SO4(aq)
Formation of nitric acid:
4NO2(g) + 2H2O(l) + O2(g) → 4HNO3(aq)"
"Aluminium hydroxide is commonly found in soil clay. When acid rain seeps into the soil, it reacts with the aluminium hydroxide, leading to 'mobilised' aluminium that becomes toxic to plants, affecting root growth and nutrient absorption. The question contrasts the toxicity of aluminium hydroxide with 'mobilised' aluminium.(b) (i) Why is aluminium hydroxide in the soil not toxic to the plants but the 'mobilised' aluminium become toxic?","Aluminium hydroxide, Al(OH)3, is not toxic to plants in the soil because it is an insoluble compound. Its ions are held in fixed positions within the solid structure, preventing them from being absorbed by plant roots. However, when acid rain (containing acids like H2SO4 and HNO3) seeps into the soil, it reacts with the insoluble aluminium hydroxide to form soluble aluminium ions (Al³⁺). These soluble Al³⁺ ions are referred to as 'mobilised' aluminium. Being dissolved in soil water, these Al³⁺ ions can be absorbed by plant roots, and once inside the plant, they interfere with metabolic processes, inhibit root growth, and impair nutrient uptake, thus becoming toxic."
"Soil is polluted by acid rain, leading to the mobilization of toxic aluminium ions. The question asks what farmers should do to restore such soils.(ii) State and explain what farmers should do to restore the soils polluted by acid rain.","Farmers should add basic substances to the soil to neutralize the excess acidity. Common substances include calcium oxide (quicklime), calcium hydroxide (slaked lime), or calcium carbonate (limestone). These basic compounds react with the acids in the soil and the soluble aluminium ions, converting them back into insoluble aluminium hydroxide or other less harmful compounds, thereby reducing the toxicity and restoring the soil pH to a more suitable level for plant growth."
"Zinc and lead ores contain mainly zinc oxide (ZnO) and lead(II) oxide (PbO), respectively. Both metals are extracted by reduction with carbon. The question asks which of these two metal oxides (ZnO or PbO) is more easily reduced by carbon and why.(iii) The ores of zinc and lead contain mainly their oxides, zinc oxide and lead(II) oxide. Zinc and lead are extracted from their ores by reduction with carbon.
State and explain which metal oxide, zinc oxide or lead(II) oxide, is more easily reduced by carbon.","Lead(II) oxide (PbO) is more easily reduced by carbon than zinc oxide (ZnO). This is because lead is a less reactive metal than zinc, so its oxide is less stable and therefore requires less energy (or less strong a reducing agent) to break the metal-oxygen bonds. Carbon's reducing power is sufficient to reduce less reactive metals like lead from their oxides more readily than it can reduce more reactive metals like zinc."
"Figure 7.2 shows the setup for electrolytic refining of copper. It consists of an 'impure copper plate' and a 'pure copper plate' immersed in 'aqueous copper(II) sulfate'. Wires connect these plates to a battery, but the terminals are not indicated. Electrolytic refining uses an impure metal as the anode and a pure metal as the cathode.(c) (i) Complete Fig. 7.2 to show the terminals of the battery.","In electrolytic refining, the impure metal acts as the anode (connected to the positive terminal of the battery) and the pure metal acts as the cathode (connected to the negative terminal of the battery).
Therefore, the 'impure copper plate' should be connected to the positive (+) terminal of the battery, and the 'pure copper plate' should be connected to the negative (-) terminal of the battery."
The question asks for the difference in how copper metal and aqueous copper(II) sulfate conduct electricity.(ii) Explain how copper metal and aqueous copper(II) sulfate conducts electricity differently.,"Copper metal conducts electricity through the movement of delocalized electrons within its metallic lattice structure. Aqueous copper(II) sulfate solution, on the other hand, conducts electricity through the movement of mobile ions (specifically Cu²⁺ and SO4²⁻ ions, and H⁺ and OH⁻ ions from water) that are free to move throughout the solution."
"Indium tin oxide (ITO) is described as a solid solution composed of indium(III) oxide and tin(IV) oxide. The question asks for the chemical formulae of these two constituent oxides.(a) Indium tin oxide is a solid solution made up of indium(III) oxide and tin(IV) oxide.
(i) Write the chemical formulae of indium(III) oxide and tin(IV) oxide.","For indium(III) oxide: Indium (In) has an oxidation state of +3, and oxygen (O) has an oxidation state of -2. To balance the charges, the formula is In2O3.
For tin(IV) oxide: Tin (Sn) has an oxidation state of +4, and oxygen (O) has an oxidation state of -2. To balance the charges, the formula is SnO2."
"The question asks for another example of an amphoteric oxide, in addition to indium(III) oxide and tin(IV) oxide.(ii) Name another example of amphoteric oxide.","Another example of an amphoteric oxide is aluminium oxide (Al2O3), zinc oxide (ZnO), or lead(II) oxide (PbO)."
The provided text describes graphene as a potential alternative material for coating touchscreens. It states that touchscreens require a transparent material that conducts electricity. Table 8.1 also provides properties of graphene: electrical conductivity 'good' and optical transparency 'transparent to light'. The question asks for two properties of graphene that make it suitable for this application.(c) (i) State the two properties of graphene that makes it a potential alternative material for coating touchscreens.,"Based on the text and Table 8.1, two properties that make graphene a potential alternative material for coating touchscreens are:
1.  **It conducts electricity well** (stated as 'good' electrical conductivity).
2.  **It is transparent to light** (stated as 'transparent to light' optical transparency)."
"Graphene is an allotrope of carbon, described as a single layer of graphite. Its properties (Table 8.1) include a high melting point (3652 °C) and good electrical conductivity. The question asks for an explanation of these two properties based on bonding.(ii) Use ideas about bonding to explain the melting point and electrical conductivity of graphene.","1.  **High Melting Point**: Graphene has a very high melting point because each carbon atom is covalently bonded to three other carbon atoms in a hexagonal lattice structure. These strong covalent bonds extend throughout the entire layer, forming a giant molecular structure. A large amount of energy is required to break these strong covalent bonds, hence its very high melting point.
2.  **Electrical Conductivity**: In graphene, each carbon atom uses three of its four valence electrons to form strong sigma (single covalent) bonds with three neighboring carbon atoms. The remaining one valence electron from each carbon atom is delocalized across the entire graphene sheet. These delocalized electrons are free to move throughout the structure, allowing graphene to conduct electricity efficiently."
"The percentage yield of iron obtained in a blast furnace was calculated to be 65.7%, which is less than 100%. The question asks for a reason why the percentage yield is not 100%.(ii) Suggest a reason why the percentage yield obtained is not 100%.","One reason why the percentage yield obtained is not 100% is that haematite (the iron ore) is not pure iron(III) oxide (Fe2O3). It contains impurities, such as silicon dioxide (SiO2), which do not produce iron. Other reasons could include incomplete reactions, side reactions forming other products, or some loss of product during processing and handling."
"The provided text discusses fossil fuels and biofuels, specifically mentioning that sugarcane and corn have been used to produce ethanol and biodiesel. Seaweed is presented as a new source for biofuel. The text highlights that seaweed requires no watering or fertiliser, unlike traditional crops.(a) State one difference between fossil fuel and biofuel.","One difference is their origin and renewability:
Fossil fuels are derived from ancient organic matter (plants and animals) that decomposed over millions of years under high pressure and temperature. They are non-renewable resources, meaning they are consumed much faster than they are formed.
Biofuels, on the other hand, are derived from recently living organic matter (plants or crops) that are grown specifically for fuel production. They are considered renewable resources because they can be replenished over a relatively short period through agriculture."
"The text describes a new breakthrough where genetically modified Escherichia coli (E. coli) is used to digest and convert seaweed into fuel. It states that E. coli works at an optimal temperature close to human body temperature. In an experiment, researchers mixed ground seaweed with water and kept it at a temperature between 25 to 30 °C, yielding 5% ethanol.(b) Suggest why the seaweed and water mixture was kept at a temperature between 25 to 30 °C.",The seaweed and water mixture was kept at a temperature between 25 to 30 °C because this range is close to the optimal working temperature for the E. coli bacteria. E. coli are microorganisms (like enzymes) that function most efficiently within a specific temperature range. Maintaining this temperature ensures that the E. coli enzymes are active enough to efficiently digest the seaweed and convert it into ethanol at a good rate.
"Isobutanol is 2-methylpropan-1-ol, with a molecular formula of C4H10O. The question asks to draw the full structural formula of an isomer of isobutanol.(ii) Draw the full structural formula of an isomer of isobutanol.","Isobutanol (2-methylpropan-1-ol) has the molecular formula C4H10O. An isomer would have the same molecular formula but a different structural arrangement. Common isomers include straight-chain alcohols or other branched alcohols.

One isomer is butan-1-ol (n-butanol):
   H H H H
   | | | |
H - C - C - C - C - OH
   | | | |
   H H H H

Another isomer is butan-2-ol:
       H OH H H
       | | | |
   H - C - C - C - C - H
       | | | |
       H H H H

(For the purpose of this response, I will provide the structure for butan-1-ol.)"
The question asks for a commercial use of esters.(ii) State one commercial use of esters.,"Esters are widely used commercially for several purposes, including:
1.  **Making perfumes and flavorings**: Many esters have pleasant, fruity smells and are used as artificial flavorings in food and drinks, and as fragrances in perfumes, cosmetics, and soaps.
2.  **As solvents**: Esters like ethyl acetate are excellent solvents for a variety of organic compounds, used in nail polish removers, glues, and paints.
3.  **Plasticisers**: Some esters are used as plasticisers to make plastics more flexible."
Propyl ethanoate has a characteristic odour of pears and is commonly used in fragrances. It is an ester.(i) Give the names and draw the full structural formulae of the carboxylic acid and the alcohol that react to form propyl ethanoate.,"ethanoic acid, CH3COOH; propanol, C3H7OH"
"Astatine is a halogen, similar to bromine.(iv) Explain why astatine does not react with aqueous magnesium bromide.","Astatine, being less reactive than bromine, is unable to displace bromine from its salt."
Ozone (O3) reacts with aqueous potassium iodide as shown in the equation: 2I- (aq) + O3 (g) + 2H+ (aq) → I2 (aq) + O2 (g) + H2O (l).(i) Describe what is observed when ozone is bubbled into aqueous potassium iodide.,The colourless solution turns dark-brown.
The diagram Fig. 4.2 shows the electrolysis of concentrated aqueous sodium chloride. Product 1 is collected at the negative electrode and product 2 is collected at the positive electrode. The question states that the volumes of products 1 and 2 should theoretically be the same.(ii) The volumes of products 1 and 2 should theoretically be the same. Explain why the volume of product 1 is lesser.,"As chlorine is slightly soluble in water, the volume collected is lesser."
Ethanol is oxidised by oxygen in the air to form ethanoic acid. Ethanol and ethanoic acid can be distinguished by chemical tests.Describe two of these chemical tests and the observations that allow you to make the distinctions. test 1 observation test 2 observation,"Test 1: To 5 cm³ of sample, add 1 g of solid sodium carbonate. Observation: With ethanol, there is no visible reaction. With ethanoic acid, effervescence is observed. Test 2: To 5 cm³ of sample, add an equal volume of acidified potassium manganate(VII). Observation: With ethanol, the purple solution turns colourless. With ethanoic acid, no visible reaction."
"The repeating unit of nylon-6,6 is shown as: [-NH-(CH2)6-NH-CO-(CH2)4-CO-]n. This structure contains amide linkages, characteristic of condensation polymers formed from diamines and dicarboxylic acids.(i) Draw the structures of the two monomers that react to form nylon-6,6.","The two monomers are H2N-(CH2)6-NH2 (hexane-1,6-diamine) and HOOC-(CH2)4-COOH (hexanedioic acid)."
"Quartz typically contains 46.7% silicon and 53.3% oxygen by mass. Atomic mass of Si is 28, O is 16.(i) Use the information to work out the empirical formula and hence the name of the main compound in quartz.","Percentage Si = 46.7, Ar Si = 28, No. of moles Si = 46.7/28 = 1.6679. Percentage O = 53.3, Ar O = 16, No. of moles O = 53.3/16 = 3.3333. Divide by smallest (1.6679): Si = 1, O = 2. Empirical formula = SiO2; name = silicon dioxide."
"Iron is a transition metal. Two different iron ions were used in the experiments as catalysts. These correspond to experiments using FeCl2, Fe(NO3)2, and Fe(NO3)3.(i) Give the formulae of the two ions.",Fe2+ and Fe3+
The question asks for a property of transition metals.(iii) State one other property of transition metals.,Transition metals form coloured compounds when hydrated.
"A student concluded from the results in Table 8 that 'The type of anion in the catalyst compound does not affect the rate of reaction.' Table 8 shows results for NaCl (45s), NaNO3 (45s), FeCl2 (22s), Fe(NO3)2 (22s).(i) Do you agree with this conclusion? Use the results to explain your reasoning.","Yes. Comparing experiments 1 (NaCl) and 5 (NaNO3), both took 45s to complete the reaction, regardless of the anion. Also, comparing experiments 2 (FeCl2) and 6 (Fe(NO3)2), both took 22s to complete the reaction, regardless of the anion."
"Table 9 shows results of tests on river water. Test with aqueous sodium hydroxide: on adding a few drops, white precipitate formed; on adding excess, white precipitate soluble in excess giving a colourless solution; on warming with aluminium foil, no visible reaction. Test with aqueous ammonia: on adding a few drops, white precipitate formed; on adding excess, white precipitate, some soluble in excess giving a colourless solution, some remained insoluble in excess; on warming with aluminium foil, gas evolved turns damp litmus paper blue. The factory is suspected of releasing calcium ions (Ca2+), aluminium ions (Al3+), zinc ions (Zn2+), and nitrate ions (NO3-).(i) Explain how the data shows that calcium ions are absent, but both aluminium ions and zinc ions are present in the river water.","From the test with aqueous NaOH, the white precipitate formed is soluble in excess, implying that both Al3+ ions and Zn2+ ions are present. If Ca2+ ion is present, then some white precipitate formed is insoluble in excess. From the test with aqueous NH4OH, some white precipitate formed is soluble in excess, confirming that Zn2+ ions are present, while some white precipitate formed is insoluble in excess, confirming that Al3+ ions are present."
The river water contained trace amounts of chloride ions. The task is to describe how to test for chloride ions and expected observations.(b) The river water also contained trace amounts of chloride ions. Describe how you would carry out a test to show the presence of chloride ions in a solution. Include the observations you would expect.,"Test: To a 2 cm³ sample of river water, add an equal volume of dilute acid, followed by aqueous silver nitrate. Result: white precipitate formed."
Zinc chloride is a soluble salt. Zinc carbonate is an insoluble salt.(c) The salt zinc chloride found in the river water can be prepared in the laboratory. Describe how a pure sample of zinc chloride crystals can be prepared from insoluble zinc carbonate.,1. Add excess zinc carbonate (base) powder to warm dilute hydrochloric acid (acid). 2. Filter the mixture to remove the excess zinc carbonate. 3. Heat the filtrate till it is saturated. 4. Allow the solution to cool and crystals of zinc chloride will form. 5. Filter off the crystals. 6. Wash the crystals with distilled water. 7. Dry the pieces of crystals between two pieces of filter paper.
"Table 10.1 shows results of reactivity experiments. Solutions of nitrates for W, X, Y, Z were used. A '✓' means a reaction happened, 'x' means no reaction happened. Metal W + W nitrate solution: x. Metal W + X nitrate solution: ✓. Metal W + Y nitrate solution: ✓. Metal W + Z nitrate solution: ✓. Metal X + W nitrate solution: x. Metal X + X nitrate solution: x. Metal X + Y nitrate solution: ✓. Metal X + Z nitrate solution: ✓. Metal Y + W nitrate solution: x. Metal Y + X nitrate solution: x. Metal Y + Y nitrate solution: x. Metal Y + Z nitrate solution: x. Metal Z + W nitrate solution: x. Metal Z + X nitrate solution: x. Metal Z + Y nitrate solution: ✓. Metal Z + Z nitrate solution: x.(i) Place the metals in order of reactivity, starting with the most reactive.",W > Z > X > Y
"The following solutions are commonly found in a science laboratory: Barium nitrate (Ba(NO3)2), Sulfuric acid (H2SO4), Ammonia (NH3), Potassium iodide (KI), Silver nitrate (AgNO3), Copper(II) sulfate (CuSO4), Calcium hydroxide (Ca(OH)2), Ammonium chloride (NH4Cl), Nitric acid (HNO3). Use this list to answer the following questions. You may use each solution once, more than once or not at all.Which two solutions have a pH that is more than 7?",NH3 and Ca(OH)2
"The following solutions are commonly found in a science laboratory: Barium nitrate (Ba(NO3)2), Sulfuric acid (H2SO4), Ammonia (NH3), Potassium iodide (KI), Silver nitrate (AgNO3), Copper(II) sulfate (CuSO4), Calcium hydroxide (Ca(OH)2), Ammonium chloride (NH4Cl), Nitric acid (HNO3). Use this list to answer the following questions. You may use each solution once, more than once or not at all.Which solution gives a light blue precipitate with aqueous sodium hydroxide?",CuSO4
"The following solutions are commonly found in a science laboratory: Barium nitrate (Ba(NO3)2), Sulfuric acid (H2SO4), Ammonia (NH3), Potassium iodide (KI), Silver nitrate (AgNO3), Copper(II) sulfate (CuSO4), Calcium hydroxide (Ca(OH)2), Ammonium chloride (NH4Cl), Nitric acid (HNO3). Use this list to answer the following questions. You may use each solution once, more than once or not at all.Which two solutions give a yellow precipitate when mixed?",AgNO3 and KI
"The following solutions are commonly found in a science laboratory: Barium nitrate (Ba(NO3)2), Sulfuric acid (H2SO4), Ammonia (NH3), Potassium iodide (KI), Silver nitrate (AgNO3), Copper(II) sulfate (CuSO4), Calcium hydroxide (Ca(OH)2), Ammonium chloride (NH4Cl), Nitric acid (HNO3). Use this list to answer the following questions. You may use each solution once, more than once or not at all.Which solution turns brown when acidified potassium manganate(VII) is added?",KI
"The following solutions are commonly found in a science laboratory: Barium nitrate (Ba(NO3)2), Sulfuric acid (H2SO4), Ammonia (NH3), Potassium iodide (KI), Silver nitrate (AgNO3), Copper(II) sulfate (CuSO4), Calcium hydroxide (Ca(OH)2), Ammonium chloride (NH4Cl), Nitric acid (HNO3). Use this list to answer the following questions. You may use each solution once, more than once or not at all.Which solution can be added to treat soil that is too acidic?",Ca(OH)2
"Silver dichromate, Ag2Cr2O7, is a reddish-brown insoluble salt. It is formed from the precipitation reaction: 2AgNO3(aq) + K2Cr2O7(aq) → Ag2Cr2O7(s) + 2KNO3(aq).Deduce the oxidation state of chromium in Ag2Cr2O7.",+6
"Silver dichromate, Ag2Cr2O7, is a reddish-brown insoluble salt. It is formed from the precipitation reaction: 2AgNO3(aq) + K2Cr2O7(aq) → Ag2Cr2O7(s) + 2KNO3(aq).Write the ionic equation for the formation of silver dichromate.",2Ag+(aq) + Cr2O7^2-(aq) → Ag2Cr2O7(s)
"Figure 3.1 shows a plastic trough containing water. Solid silver nitrate is placed at the left end and solid potassium dichromate is placed at the right end. After five minutes, a reddish-brown solid appeared at the position marked S, which is located in the middle but noticeably closer to the solid silver nitrate side. The reaction is 2AgNO3(aq) + K2Cr2O7(aq) → Ag2Cr2O7(s) + 2KNO3(aq).Explain why a reddish-brown solid appeared at the position marked S.","Silver nitrate and potassium dichromate are soluble and dissolve to form ions. Silver ions (Ag+) have a molar mass of 108 g/mol, which is lower than the dichromate ions (Cr2O7^2-) with a molar mass of 216 g/mol. Therefore, silver ions diffuse faster and travel a longer distance than dichromate ions. Hence, both ions meet at a position closer to solid potassium dichromate, where the reddish-brown solid Ag2Cr2O7 forms."
"In a separate experiment, 2 g of solid silver nitrate and 4 g of solid potassium dichromate were added to a trough of water. The precipitation reaction is 2AgNO3(aq) + K2Cr2O7(aq) → Ag2Cr2O7(s) + 2KNO3(aq). (Molar mass of AgNO3 = 170 g/mol, Molar mass of K2Cr2O7 = 294 g/mol).Calculate the number of moles of silver nitrate and potassium dichromate used respectively.",Number of moles of silver nitrate = 2 / (108 + 14 + 3 x 16) = 2 / 170 = 0.0118 mol. Number of moles of potassium dichromate = 4 / (39 x 2 + 52 x 2 + 7 x 16) = 4 / 294 = 0.0136 mol.
Hydrazine undergoes combustion with oxygen to produce nitrogen and water.Write a balanced chemical equation for the combustion of hydrazine.,N2H4 + O2 → N2 + 2H2O
"It was found that the combustion of hydrazine in rocket engines led to oxides of nitrogen being formed.With the aid of an equation, explain how these oxides of nitrogen could have been formed.","At high temperatures in the rocket engines, N2 and O2 from air react to form nitrogen monoxide. Equation: N2 + O2 → 2NO."
"A student attempts electrolytic purification of an impure silver sample (contaminated with copper and lead). The student's proposed setup is: pure silver metal connected to the positive terminal of the battery, impure sample connected to the negative terminal, and dilute hydrochloric acid as a suitable electrolyte.Describe and explain two issues with the student's set-up.","Issue 1: The impure silver metal is incorrectly connected to the negative terminal while the pure silver metal is connected to the positive terminal. Explanation: In this setup, the pure silver would act as the anode and be oxidized to form silver ions, while the impure silver would act as the cathode and accumulate more silver (and potentially impurities) instead of being purified. The pure silver would get smaller while the impure silver would get bigger. Issue 2: Dilute hydrochloric acid is not a suitable electrolyte. Explanation: It will react with the silver ions (Ag+) formed during electrolysis to form a precipitate of silver chloride (AgCl), thus preventing the reduction of silver ions to silver at the cathode, meaning silver cannot be deposited."
"Table 6.1 shows the atomic radii of elements in Group 1 and Group 17: Group 1 (Li: 145 pm, Na: 180 pm, K: 220 pm) and Group 17 (Cl: 100 pm, Br: 115 pm, I: 140 pm).Describe and explain the trend in atomic radii down Group 1 and Group 17.","Atomic radii increase down both Group 1 and Group 17. This is explained by the addition of more electron shells as one moves down a group, increasing the size of the electron cloud."
Group 1 and Group 17 elements. Reactivity depends on electron configuration and atomic size trends.Describe and explain how the trends in reactivity down Group 1 and Group 17 differ.,"Down Group 1, reactivity increases, whereas down Group 17, reactivity decreases. For both groups, the valence electrons are further from the nucleus as the number of electron shells increases, leading to weaker electrostatic forces of attraction between the valence electrons and the positive nucleus. For Group 1 elements, this weaker attraction means the valence electron is held less strongly and is more easily lost, increasing reactivity. For Group 17 elements, this weaker attraction makes it more difficult for the nucleus to attract an additional electron into the valence shell, thus decreasing reactivity."
"Astatine (symbol At) is a Group 17 element, located below iodine in the periodic table. For Group 17 elements, the state at room temperature changes from gas (F, Cl) to liquid (Br) to solid (I), and the colour darkens down the group.Suggest the state and colour of astatine at room temperature.",Astatine would be a black solid at room temperature.
"White phosphorus has a simple molecular structure with a melting point of 44 °C. Black phosphorus has a giant covalent structure with a melting point of 610 °C. Each phosphorus atom is represented by a filled circle in the structures.With reference to structure and bonding, explain why white phosphorus has a much lower boiling point than black phosphorus.","White phosphorus has a simple molecular structure (P4 molecules) with weak intermolecular forces of attraction between its molecules. Little energy is required to overcome these forces, resulting in a low boiling point. Black phosphorus has a giant covalent structure with an extended network of strong covalent bonds between phosphorus atoms (within each layer). A lot of energy is required to overcome these strong covalent bonds, leading to a high boiling point."
"Phosphorene, a form of black phosphorus, has a puckered hexagonal lattice structure where each phosphorus atom is bonded to 3 other phosphorus atoms, as shown in Table 7.1. It is being explored for electronic devices and lubricants.Using concepts involving chemical bonding, suggest and explain why phosphorene can be used in electronic devices and lubricants.","For electronic devices: Each phosphorus atom in phosphorene is bonded to only 3 other phosphorus atoms, leaving 2 valence/delocalised electrons not involved in bonding. These free mobile electrons can carry charges and conduct electricity. For lubricants: The layers of phosphorus atoms in phosphorene are held together by weak intermolecular forces of attraction, which require little energy to overcome. These layers can slide over each other easily, allowing it to act as a lubricant."
"Vegetable oils contain triesters formed from glycerol and three fatty acids. Figure 8.1 shows the general structure of these triesters: a glycerol backbone (a three-carbon chain with each carbon attached to an oxygen) where each oxygen is bonded to a carbonyl group (C=O), which is then linked to a long hydrocarbon chain. The hydrocarbon chains are represented by shaded boxes.Suggest reagents and conditions to produce glycerol and the carboxylic acids from the vegetable oil.","Reagents: Water. Conditions: Acid catalyst (e.g., H2SO4), heat."
"Figure 8.1 shows the general structure of triesters, indicating that glycerol is a molecule derived from a three-carbon backbone where each carbon is bonded to an oxygen atom, and these oxygen atoms are part of the ester linkages. The ester linkages are formed with the carboxylic acid groups.From Fig. 8.1, deduce the full structural formula of glycerol.",The full structural formula of glycerol is HO-CH2-CH(OH)-CH2-OH (or equivalent representation showing all C-H and O-H bonds).
